Id,Offer Status,Address,Price,Size,Property Type,Agency Name,Agent Name,Description,Property Link,Date Posted,Latitude,Longitude
6938574,,"18-18a Monmouth Place, Bath, Bath And North East Somerset, BA1 2AY","£47,500.00  Per  Annum","2,031 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionThe property comprises newly refurbished office accommodation at ground and first floor levels of a Grade II Listed building with Class E use consent. The current configuration provides a reception office, meeting room, storage room, kitchen and two WC's off a lobby area at ground floor and office use at first floor and mezzanine level (from first floor).There is a steel spiral staircase to the rear of the ground floor which provides access to the first floor and up to the mezzanine.The rooms at first floor benefit from good levels of natural light from font and rear windows and a number of skylights.LocationBath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.SituationThe property is situated on the Northern side of Monmouth Place in central Bath, which connects the A367 junction (Charles Street/Queen Square and Monmouth Street) with the A4 Upper Bristol Road.Nearby occupiers include The Scallop Shell, The Bath Distillery, Wentworth Estate Agents, Chapel Row Beauty Rooms and Corkage.Accommodation TextWe understand the net internal floor areas are as follows: -Ground Floor - 73.6 Sq M (792.2 Sq Ft)First Floor - 101.3 Sq M (1,090.4 Sq Ft)Mezzanine - 13.8 Sq M (148.5 Sq Ft)Total - 118.7 Sq M (2,031.1 Sq Ft)Business RatesRateable Value (April 2023) - £40,250UBR(23/24) - 0.512Rates Payable (April 2023) - £20,608Rates payable subject to small business rate relief eligibility.We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Service Charge DetailsThe tenant will be expected to contribute to a fair and reasonable proportion of the landlord's costs in the upkeep, repair and maintenance of the building. Further details provided upon request.Further InformationViewings can be arranged through the joint agents,CSquared -Allan LloydNathan ClarkEmily DaggDerek Walker -Hugh Warren( Agency Pilot Software ref: 686 )",https://propertylink.estatesgazette.com/property-details/6938574-18-18a-monmouth-place-bath-bath-and-north-east-somerset-ba1-2ay,21st February 2025,51.3830505,-2.3664144
6972274,,"26 Queen Square, Bath, Bath and North East Somerset","£95,000.00  Per  Annum","3,989 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"The offices have front and rear entrances and a private car park. This has room for 5 cars independently or 7 if double parking. Also to the rear is a two storey residential unit ""26A"" that can be rented with the offices.Queen Square is a prime Bath city centre office location. The main shopping streets are nearby to the east and Bath Spa station 10-15 minutes' walk down through the shopping area.Victoria Park is immediately off the road behind No.26 and the large Charlotte Street car park is only a few minutes' walk away. No.26 is part of John Wood I's 300 year old grand Georgian ""Palace"" terrace filling the north side of the square and is Grade  I Listed.The property is situated on the Northern side of Queen Square in a prominent, central position. centre.Bath is a UNESCO World Heritage City of international repute with an approximate population of 94,092 (Census 2021). The city is a regional hub for retail and leisure and is one of the United Kingdom's most visited cities in terms of tourist numbers; with two universities and an established business community.An EPC has been commissioned and will be available on request. ( Agency Pilot Software ref: 20016129 )",https://propertylink.estatesgazette.com/property-details/6972274-26-queen-square-bath-bath-and-north-east-somerset,17th October 2024,51.383953,-2.3634759
6969891,,"The Malt House, 17-20 Sydney Buildings, Bath, Somerset, BA2 6BZ","£31,000.00  Per  Annum","1,603 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionCurrently undergoing a comprehensive refurbishment, the property comprises part of the lower ground floor of a converted Grade II listed malthouse at 17-20 Sydney Buildings. Accessed via a courtyard, stone-clad steps lead to a small entrance lobby shared with the adjacent office suite. The office is largely open plan, with a series of arched windows running along the north and east sides of the space. Together with the main office there is a separate meeting room, kitchen/breakout area, WCs and shower. The property will be provided with modern LED lighting and energy efficient heating/comfort cooling.Externally there is a shared communal garden bordering the Kennet  and  Avon Canal with views towards Bath Abbey. The property is provided with one parking space in the courtyard, together with additional permit/time limited parking available in the surrounding streets. Dedicated charging for one electric car can be provided upon request.LocationLocated adjacent to the Kennet  and  Avon Canal, Sydney Buildings is within easy reach of the city centre (10 mins walk) and local amenities on Bathwick Hill (2 mins walk) where there is a Tesco Metro, cafe etc. The Malt House and the adjacent Coal House form part of Bath's industrial architectural heritage and now house a vibrant community of creative and professional firms. Bath Spa Train and bus station are within easy walking distance, with regular bus services running up and down Bathwick Hill. Motorway connections via the A46 and Junction 18 of the M4 are some 10 miles to the north.Accommodation TextThe property benefits from the following Net Internal Floor Areas:-Lower Ground Floor - 148.93sq m (1,603sq ft)Business RatesRateable Value (April 2023)£18,250UBR(23/24)0.499Rates Payable (April 2023)£9,107Rates payable subject to small business rate relief eligibility.We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.EPC Text70 CFurther InformationFor further information or to arrange a viewing please contact the sole agents at CSquared,Maddie PylesM 07950 765 672E maddie.pyles@cs-re.co.ukNathan ClarkM 07983 460 230E nathan.clark@cs-re.co.uk  ( Agency Pilot Software ref: 737 )",https://propertylink.estatesgazette.com/property-details/6969891-the-malt-house-17-20-sydney-buildings-bath-somerset-ba2-6bz,18th October 2024,51.3814229,-2.3487707
6778017,,"The Old Fuller Earth Works, The Firs, Combe Hay, Bath, Somerset, BA2","£17,500.00  Per  Annum","1,274 Sq Ft","Office, Offices",Carter Jonas LLP,Maddie Pyles,The property comprises of first floor office space which will have its own separate entrance. The first floor is open plan. There is also a car park to the rear of the property which the tenant will have access to.Toilets will be constructed shortly.( Agency Pilot Software ref: 20012429 ),https://propertylink.estatesgazette.com/property-details/6778017-the-old-fuller-earth-works-the-firs-combe-hay-bath-somerset-ba2,11th April 2024,51.3492492,-2.3914026
6984865,,"Second Floor Front Suite, Redbridge House, Lower Bristol Road, Bath, Somerset","£29,500.00  Per  Annum","2,052 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"Part Open-Plan + Private OfficesThe building benefits from the following:- Passenger lift- New LED lighting- Suspended ceilings, gas central-heating, redecorated- Meeting/training room, fitted kitchen, new carpetsRedbridge House is approximately 2/3 of a mile west along the A36 Lower Bristol Road from Bath city centre.  It is on the corner with Midland Road; at the north end of which is the bridge, providing a link with the A4 Upper Bristol Road.The offices to let are in the front wing of the building, over the Kia-Ford garage's admin and showroom. Entrance is from the west side of the building to an inner hallway with staircase and lift to the upper floors.The offices have suspended ceilings with integral LED lighting, gas central-heating, and perimeter trunking. Men's, Ladies' and disabled WCs are off the 2nd floor landing area. There are plenty of windows to west and east.Part Open-Plan + Private Offices5 Car SpacesApprox 2/3rd mile west of city centre7 min. walk from Oldfield Park StationEnergy performance rated 85 in Band D.( Agency Pilot Software ref: 20016230 )",https://propertylink.estatesgazette.com/property-details/6984865-second-floor-front-suite-redbridge-house-lower-bristol-road-bath-somerset,3rd January 2025,51.381776,-2.377124
6692883,,"Newark Works, Lower Bristol Road, Bath, Somerset, BA2 3DZ",ROA,"244 - 4,841 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Allan Lloyd,"Newark Works is the only remaining 19th century works of the highly significant engineering firm, Stothert  and  Pitt.The development will retain much of the character of the building; set to provide unique and iconic industrial style workspaces.The huge halls and high ceilings, exposed brickwork and industrial steel, combine to provide a dramatic working environment, to provide a creative hub for forward thinkers, thought leaders and entrepreneurs.It is a dynamic and vibrant destination at the heart of the fast-evolving Bath Quays business district, within the new Bath Enterprise Zone. This is a home for single entrepreneurs, burgeoning creative businesses and well-established companies alike.Follow the link for a 3D walk through of the development and to see the available space: https://my.matterport.com/show/?m=ENDC35tpzKABath is a city which offers both the traditional and contemporary. Steeped in history and surrounded by world heritage architecture, Bath is home to many cultural events, such as literary and live music festivals as well as bustling shopping streets and beautiful countryside.Prominently positioned on the riverfront, Bath Quays sits within the Bath World Heritage Site and is a 4.5 acre game-changing development. The city's dramatic new riverside district for business, recreation  and  culture.A blend of historic buildings with contemporary architecture on both north and south sides of the river, offering a total of circa 340,000 sq ft of office space.Benefitting from a new foot bridge across the river, Newark Works and Bath Quays are only 5 minutes' walk from the city centre, train station and the city's outstanding retail, food and leisure offer.TCN's redevelopment of this historic, Grade-II listed, industrial building, signifies the rebirth of Newark Works and future collaborations across 40,000 sq ft of workspaces.It is a dynamic and vibrant destination at the heart of the fast-evolving Bath Quays business district, within the new Bath Enterprise Zone. This is a home for single entrepreneurs, burgeoning creative businesses and well-established companies alike.( Agency Pilot Software ref: 434 )",https://propertylink.estatesgazette.com/property-details/6692883-newark-works-lower-bristol-road-bath-somerset-ba2-3dz,24th January 2025,51.379798,-2.371446
7012744,,"First Floor , 11 Laura Place, Bath, Somerset, BA2 4BL","£23,000.00  Per  Annum",942 Sq Ft,"Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,DESCRIPTIONThe premises are accessed through a shared entrance from Laura Place and comprise office accommodation split into 4 suites with additional storage. W/C and kitchenette facilities are located on the first-floor landing. All office suites benefit from great levels of natural light with large sash windows are the front and rear of the premises.( Agency Pilot Software ref: 2016 ),https://propertylink.estatesgazette.com/property-details/7012744-first-floor-11-laura-place-bath-somerset-ba2-4bl,10th February 2025,51.383306,-2.356458
6948551,Under Offer,"Unit N4, Beehive Yard, Bath, Bath And North East Somerset, BA1 5BT","£12,000.00  Per  Annum",493.53 Sq Ft,"Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"The property comprises office / studio arranged on the first floor of a two-storey development. Internally, the space is open-plan, with a window to the front and rear. There are shared WC facilities on both first and ground floor. Externally, the property is rendered and painted, below a pitched tile roof.Bath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.The property is located at The Foundry, off Walcot Street and below 'The Tramshed', occupied by Neptune. Walcot Street links the City Centre toLondon Road, one of the main routes into the city, to the North and East. Nearby amenities include Waitrose, Landrace Bakery and The Fine Cheese Company. Local parking can be found at the Cattle Market car park and the Podium car parkThe property benefits from the following Net Internal Floor Areas:-Studio Floor 45.85 Sq M 493.53 Sq FtAll figures taken in accordance with the RICS Statement Property Measurement(2nd Ed), incorporating the RICS Code of Measuring Practice (6th Ed.).Rateable Value (April 2023) £3,900UBR (23/24) 0.499Rates Payable (23/24) £1,946Rates payable subject to small business rate relief eligibility.We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Each party is to be responsible for their own legal and professional fees incurred in any transaction.66 CNathan ClarkEmily Dagg( Agency Pilot Software ref: 701 )",https://propertylink.estatesgazette.com/property-details/6948551-unit-n4-beehive-yard-bath-bath-and-north-east-somerset-ba1-5bt,28th November 2024,51.38605,-2.358995
6987096,,"First And Second Floors , 1A Queen Square, Bath, Bath and North East Somerset, BA1 2HA","£21,000.00  Per  Annum","594 - 1,396 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"TO LET First  and  Second Floor Offices - Only £15 per SqFt per annum.Access to the premises is through a shared entrance on Old King Street. Internally the property comprises cellular office accommodation over first and second floors. Both floors have offices either side of the central staircase and benefit from good levels of natural light. Kitchenette and W/C facilities are located on the first floor half landing, as well as a small office / meeting room.The offices are available as a whole or on a floor by floor basis, the latter available at a rent to be agreed. ( Agency Pilot Software ref: 905 )",https://propertylink.estatesgazette.com/property-details/6987096-first-and-second-floors-1a-queen-square-bath-bath-and-north-east-somerset-ba1-2ha,1st November 2024,51.3837898,-2.3628998
6889021,Under Offer,"10 Quiet Street, Bath, Bath And North East Somerset, BA1 2JU","£50,000.00  Per  Annum","4,106 Sq Ft","Retail - High Street, Retail",CSquared (Previously Colston & Colston Chartered Surveyors),Adam Sheward,"The unit comprises a ground-floor sales area with large display window to Quiet Street, together with first and second-floor ancillary office space. Further retail / ancillary accommodation is provided at basement level which has good floor to ceiling height( Agency Pilot Software ref: 617 )",https://propertylink.estatesgazette.com/property-details/6889021-10-quiet-street-bath-bath-and-north-east-somerset-ba1-2ju,7th January 2025,51.383146,-2.361874
6917141,,"Westpoint, James Street West, Bath, BA1 2DA",ROA,"2,500 - 6,103 Sq Ft","Office, Offices",Savills - Industrial,Sam Williams,"Key Points3rd Floor Office To Let : 6,103 sq ft + 2 car parking spacesLocated in Bath City Centre.0.3 miles from Bath Spa Railway Station.New leases available directly from the Landlord.SummaryNewly Refurbished Office To Let, Bath - Available on flexible terms direct from Landlord with parking.DescriptionThe 3rd floor has recently been refurbished to provide modern open plan office accommodation with excellent natural lighting. The property comprises a four storey building with retail on the ground floor and office accommodation above.The 3rd floor benefits from:- LED lighting.- Air conditioning.- Excellent natural lighting on both elevations.- Open plan floor plate.- DDA Complaint access.- Secure bike parking provision in rear car park.LocationThe City of Bath is a destination of International repute and a premier location in which to live and work. Bath is an important sub regional office centre and is home to occupiers such as Chase de Vere, DC Thompson, Fidelius, & Picochip.The property is located at the junction of Avon Street and James Street West in Bath City Centre and approximately 0.3 miles from Bath Spa Railway Station which provides a half hourly service to London Paddington (90 minutes). The M4 motorway is approximately 20 minutes drive to the north and the Bristol ring road provides access to the M32 and M5.Availability_textThe accommodation comprises of the followingLetting InformationDate available: NowLetting type: Commercial",https://propertylink.estatesgazette.com/property-details/6917141-westpoint-james-street-west-ba1,4th October 2024,51.3807579,-2.3634362
6984612,Under Offer,"46 Milsom Street, Bath, Bath and North East Somerset","£95,000.00  Per  Annum","0 - 2,992 Sq Ft","General Retail, Restaurants/Cafes, Retail, Licensed & Leisure",Carter Jonas LLP,Tim Brooksbank,"The property is arranged over ground floor and basement. The ground floor consists of open plan sales space with a stunning recessed shop front facing onto Milsom Street. The basement has formally been used as sales with staff ancillary and storage space, and similar to the ground floor, consists of mainly open plan accommodation with changing rooms. Access to the basement is via a wide staircase at the front of the store. Staff accommodation and W/C facilities are located at basement level.The premises is currently vacant with all tenants fixtures and fittings removed apart the counter. Partition changing rooms remain in situ with the property ready for occupation, and scope to trade for late 2024.Milsom Street forms part of Bath's main retail shopping spine, located at the Northern part of the City. Milsom Street is renowned for being a popular destination for high end fashion brands and remains highly sought after from a mixture of occupiers. 46 Milsom Street is located at the southern part of Milsom Street, close to the busy junction connecting the street with Old Bond Street and New Bond Street. Nearby Retailers include Mulberry, Whistles, House of Fraser, Russell  and  Bromley, Piglet in Bed, Jo Malone, The Watchhouse and the Ivy.The EPC will be made available to interested parties on application. The EPC rating is a C. ( Agency Pilot Software ref: 20016228 )",https://propertylink.estatesgazette.com/property-details/6984612-46-milsom-street-bath-bath-and-north-east-somerset,11th November 2024,51.383454,-2.361101
6958563,,"5 Kelso Place, Kelso Place, Upper Bristol Road, Bath, Bath and North East Somerset","£27,500.00  Per  Annum","1,400 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"---Kelso Place is on the A4 Upper Bristol Road, just over half a mile west of Bath city centre, before the Windsor Bridge A4-A36 link. Gates open into the estate which comprises several office buildings, each with their allocated courtyard parking spaces.Nos 1 to 5 form a range of brick office units. The main entrances are from the south side but there is also access to the middle floor from the Upper Bristol Road north side, by the bus stop.( Agency Pilot Software ref: 20016011 )",https://propertylink.estatesgazette.com/property-details/6958563-5-kelso-place-kelso-place-upper-bristol-road-bath-bath-and-north-east-somerset,25th July 2024,51.385042,-2.376504
6953158,,"4th Floor, Cambridge House, Henry Street , Bath , BA1 1JT",ROA,"5,500 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionCambridge House comprises ground and five upper floors. The fourth floor provides an open plan office space benefitting from raised carpet floors, LED and LG7 lighting, suspended ceilings, air conditioning, fitted kitchen, WC and shower facilities.LocationBath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6.25 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.SituationThe office is situated on Henry Street, immediately adjacent to Southgate Shopping Centre. Nearby occupiers include Flourish CSR, Wealthtime, Handelsbanken, Marks and Spencers and several other shops, cafes and restaurants.Accommodation TextThe property benefits from the following Net Internal Floor Areas:-4th Floor - 511sq m (5,500sq ft)Measured in accordance with RICS Property Measurement Statement (2nd Ed.) incorporating the RICS Code of Measuring Practice (6th Ed.).Business RatesRateable Value (April 2023) - £115,000UBR(23/24) - 0.546Rates Payable (April 2023) - £62,790We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Service Charge DetailsThe tenant will be expected to contribute to a fair and reasonable proportion of the landlord's costs in the upkeep, repair and maintenance of the building. Further details provided upon request.EPC TextPlease enquire with the agent for the precise asset rating.Further InformationViewings can be arranged through the joint agents,Allan LloydM 07527 388036E allan.lloyd@cs-re.co.ukNathan ClarkM 07983 460 230E nathan.clark@cs-re.co.ukEmily DaggM 07398 637345E emily.dagg@cs-re.co.uk( Agency Pilot Software ref: 708 )",https://propertylink.estatesgazette.com/property-details/6953158-4th-floor-cambridge-house-henry-street-bath-ba1-1jt,8th August 2024,51.37994,-2.357639
6798535,,"Grosvenor House, The Square, Lower Bristol Road, Bath",ROA,"9,203 - 18,546 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"Modern Office to let in a World Heritage Site location.Ranging from 9,203 - 18,546 Sq Ft (855 - 1,723 Sq M)The property comprises former railway sheds which were converted during the 1990s into offices. The two storey open building provides modern open plan office accommodation.Specification:- Raised Floors- Air Conditioning- Suspended Ceilings- Reception Area- DDA Compliant- Passenger Lift- On Site Parking for 45 CarsThe city of Bath is accessed via the national motorway network at Junction 18 of the M4 and the A46 southbound respectively, thus providing good commuter routes to the southwest, South Wales and the West Midlands. The city of Bristol is situated approximately 12 miles northwest of Bath and can be accessed via the main A4 which ultimately links Bath with Bristol.The property is situated on The Square, and established town centre office location accessible immediately off the Lower Bristol Road (A36), just 0.6 miles west of Bath Spa railway station which offers direct services into London and Bristol in as little as 1 hr 15 mins and 12 mins respectively.[Source: National Rail Enquiries]An Energy Performance Assessment will be available on request. ( Agency Pilot Software ref: 20012579 )",https://propertylink.estatesgazette.com/property-details/6798535-grosvenor-house-the-square-lower-bristol-road-bath,15th October 2024,51.379798,-2.371446
6961142,,"Bellotts Road, Bath, Somerset, BA2 3RT",£10.00   Per Sq Ft,"2,147 - 5,003 Sq Ft","General Industrial, Industrial",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionThe plot comprises x2 steel framed buildings (interconnected) with block elevations beneath a single skin corrugated fibre cement (part asbestos) sheet roof with c.5% skylights. Concrete floor. Pressed steel windows. Fibre cement rainwater goods. The eaves height is c.7.9m max, 6m min with level access loading bay in north gable with roller shutter door (h 5.2m). Separate pedestrian door. In the warehouse there is strip lighting with corrugated light panels in the roof and to the rear elevation. The office areas are fitted to an basic specification. The 2 buildings are constructed at an angle from each other which has been infilled to provide WC and side stores, which are shared. There is a small mezzanine providing a managers office.The entrance to the site is held under this long leasehold on the same as above with right of way for the second property onsite.LocationBath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.SituationThe property is situated at the end of Bellotts Road in Oldfield Park flanked by the railway line to the rear (southern). The Property sits c. 250m to the south of the Lower Bristol Road. There is a pedestrian route running to the side of the building and on street parking to front, and on street.Accommodation TextThe property benefits from the following Gross Internal Floor Areas:-Ground (west) warehouse - 199.54sq m (2,147sq ft)Ground (east) incl. infill warehouse - 235.92sq m (2,539sq ft)Mezzanine office - 29.34sq m (316sq ft)Total - 464.80sq m (5,003sq ft)Business RatesRateable Value (April 2023) - £31,500UBR(23/24) - 0.546Rates Payable (April 2023) - £17,199We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.EPC Text77 DFurther InformationFor further information or to arrange a viewing please contact the sole agents at CSquared, Allan LloydM 07527 388036E allan.lloyd@cs-re.co.ukEmily Dagg M 07398 637345E emily.dagg@cs-re.co.uk Maddie Pyles M 07950 765672E maddie.pyles@cs-re.co.ukAmeneties 1Two (interconnected) Steel Portal Framed BuildingsAmeneties 2Max Eaves Height is c.7.9m and Min c.6mAmeneties 3Level Access Loading Bay with Roller Shutter Door (h 5.2m)  and  Separate Pedestrian DoorAmeneties 4Small Mezzanine Providing Office Accommodation( Agency Pilot Software ref: 718 )",https://propertylink.estatesgazette.com/property-details/6961142-bellotts-road-bath-somerset-ba2-3rt,21st May 2024,51.381127,-2.382952
7004888,,"Unit F4, The Foundry, Beehive Yard, Bath, Bath and North East Somerset, BA1 5BT","£13,500.00  Per  Annum",546 Sq Ft,"Office, Retail - High Street, Other, Offices, Retail, Other Property Types & Opportunities",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,The property comprises ground floor open plan office / studio accommodation. Windows at the front and along the side of the property provide good levels of natural light. The premises also benefits from kitchenette facilities and a single W/C.( Agency Pilot Software ref: 1990 ),https://propertylink.estatesgazette.com/property-details/7004888-unit-f4-the-foundry-beehive-yard-bath-bath-and-north-east-somerset-ba1-5bt,24th January 2025,51.38605,-2.358995
7006832,,"Lower Ground Floor, 14 Queen Square, Bath","£10,500.00  Per  Annum",602 Sq Ft,"Office, Offices",Carter Jonas LLP,Philip Marshall,"Prime Bath City Centre Offices to Let.Approximately 602 Sq Ft (55.92 Sq M)The property comprise an end terrace extending to five storeys including lower ground floor. All floors are occupied by separate businesses. WCs are shared between the occupiers and are off the main hallway, along with a kitchen and shower. Further WCs are within the common parts.The property is situated on the western side of Queen Square in a prominent position on the corner within Bath city centre, next to Chapel Row. The offices are within a 15 minute walk of Bath Spa railway station, the Southgate Shopping Centre and a variety of restaurants, bars and amenities within the city centre.Bath is a UNESCO World Heritage City of international repute with an approximate population of 99,277 ( OND mid-year population estimates 2018). The city is a regional hub for retail and leisure and is one of the United Kingdom's most visited cities in terms of tourist numbers; with two universities and an established business community. Bath is also a centre of innovation and technology as the city boasts one of the largest percentages of entrepreneurs per capita of the population in the entire country.Bath Spa train station has direct trains to both Bristol (circa 12 minutes) and London Paddington (circa 1 hour 30 minutes). Bath enjoys good road links to Bristol via the A4, the south coast via the A36 and the M4 Motorway (Junction 18).Prime CentralGrade I Listed3 Room SuiteAn Energy Performance Certificate will be made available on request.( Agency Pilot Software ref: 20012087 )",https://propertylink.estatesgazette.com/property-details/7006832-lower-ground-floor-14-queen-square-bath,3rd February 2025,51.3830661,-2.3643166
6965903,,"3 The Office Village, Bath Business Park, Roman Way, Peasedown St. John, Bath, Somerset, BA2","£34,000.00  Per  Annum","2,240 Sq Ft","Office, Healthcare, Offices, Other Property Types & Opportunities",Burston Cook,Finola Ingham,"A spacious and self contained, open plan office, located on the popular Bath Business Park.  Available to purchase or lease.   Approx 2,240 sq ft.( Agency Pilot Software ref: 1560 )",https://propertylink.estatesgazette.com/property-details/6965903-3-the-office-village-bath-business-park-roman-way-peasedown-st-john-bath-somerset-ba2,8th January 2025,51.311885,-2.415219
6961143,Under Offer,"Unit 3, Locksbrook Court, Locksbrook Road Trading Estate, Bath, Bath and North East Somerset, BA1 3EN","£54,000.00  Per  Annum","3,573 Sq Ft","General Industrial, Industrial",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"DescriptionThe property comprises a terraced unit with blockwork wall construction, coated steel profile roof with translucent panelling and a 6.3m eaves height. Internally, warehouse/ production space is available on the ground floor, also benefitting from office, kitchen and w/c space with further first floor ancillary space available above. The property also has use of a 4.5m high concertina roller shutter door with several parking spaces available to the front.LocationBath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.SituationThe property is situated on Locksbrook Road trading estate, within Bath's main Industrial and warehousing zone, with access from the A4 via Upper Bristol Road.Accommodation TextThe property benefits from the following Net Internal Floor Areas:-Ground floor - 284.27 Sq M (3,060 Sq Ft)First floor - 47.66 Sq M (513 Sq Ft)Total - 33.19 Sq M (3,573 Sq Ft)Business RatesRates payable subject to small business rate relief eligibility.Rateable Value (April 2023) - £34,250UBR(23/24) - 0.499Rates Payable (April 2023) - £17,090.75We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.EPC Text22 AFurther InformationNathan ClarkM 07983 460 230E nathan.clark@cs-re.co.ukEmily DaggM 07398 637 345E Emily.dagg@cs-re.co.ukMaddie PylesM 07950 765672E maddie.pyles@cs-re.co.uk( Agency Pilot Software ref: 719 )",https://propertylink.estatesgazette.com/property-details/6961143-unit-3-locksbrook-court-locksbrook-road-trading-estate-bath-bath-and-north-east-somerset-ba1-3en,12th September 2024,51.382013,-2.389885
6983273,,"2.07 Newark Works, Lower Bristol Road, Bath, Somerset, BA2 3DZ",ROA,"3,223 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Allan Lloyd,"The communal kitchen and breakout space is located in the Crain Hall which acts as the site's community hub where a variety of breakout spaces can be found including a kitchen island, sofas, dining tables, and spaces for informal meetings. Formal meeting space is provided, the building has 2x 6-person meeting rooms and 2x 12-person meeting rooms.Kitchen essentials are provided along with fridges, freezers, ice machines, tea, coffee, dog biscuits, and more.Showers and lockers are located on the ground floor. W/c facilities can be found throughout the property on all floors.Newark Works holds a variety of social events throughout the month and occupiers are welcome to hold their own events at the premises also.Newark Works is the only remaining 19th century works of the highly significant engineering firm, Stothert  and  Pitt.The development will retain much of the character of the building; set to provide unique and iconic industrial style workspaces.The huge halls and high ceilings, exposed brickwork and industrial steel, combine to provide a dramatic working environment, to provide a creative hub for forward thinkers, thought leaders and entrepreneurs.It is a dynamic and vibrant destination at the heart of the fast-evolving Bath Quays business district, within the new Bath Enterprise Zone. This is a home for single entrepreneurs, burgeoning creative businesses and well-established companies alike.Follow the link for a 3D walk through of the development and to see the available space: https://my.matterport.com/show/?m=t8MsouEWgD6( Agency Pilot Software ref: 559 )",https://propertylink.estatesgazette.com/property-details/6983273-2-07-newark-works-lower-bristol-road-bath-somerset-ba2-3dz,24th January 2025,51.379798,-2.371446
