Id,Address,Price,Size,Property Type,Agency Name,Agent Name,Description,Property Link,Date Posted,Latitude,Longitude
6798535,"Grosvenor House, The Square, Lower Bristol Road, Bath",ROA,"9,203 - 18,546 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"Modern Office to let in a World Heritage Site location.Ranging from 9,203 - 18,546 Sq Ft (855 - 1,723 Sq M)The property comprises former railway sheds which were converted during the 1990s into offices. The two storey open building provides modern open plan office accommodation.Specification:- Raised Floors- Air Conditioning- Suspended Ceilings- Reception Area- DDA Compliant- Passenger Lift- On Site Parking for 45 CarsThe city of Bath is accessed via the national motorway network at Junction 18 of the M4 and the A46 southbound respectively, thus providing good commuter routes to the southwest, South Wales and the West Midlands. The city of Bristol is situated approximately 12 miles northwest of Bath and can be accessed via the main A4 which ultimately links Bath with Bristol.The property is situated on The Square, and established town centre office location accessible immediately off the Lower Bristol Road (A36), just 0.6 miles west of Bath Spa railway station which offers direct services into London and Bristol in as little as 1 hr 15 mins and 12 mins respectively.[Source: National Rail Enquiries]An Energy Performance Assessment will be available on request. ( Agency Pilot Software ref: 20012579 )",https://propertylink.estatesgazette.com/property-details/6798535-grosvenor-house-the-square-lower-bristol-road-bath,15th October 2024,51.379798,-2.371446
6889021,"10 Quiet Street, Bath, Bath And North East Somerset, BA1 2JU","£50,000.00  Per  Annum","4,106 Sq Ft","Retail - High Street, Retail",CSquared (Previously Colston & Colston Chartered Surveyors),Adam Sheward,"The unit comprises a ground-floor sales area with large display window to Quiet Street, together with first and second-floor ancillary office space. Further retail / ancillary accommodation is provided at basement level which has good floor to ceiling height( Agency Pilot Software ref: 617 )",https://propertylink.estatesgazette.com/property-details/6889021-10-quiet-street-bath-bath-and-north-east-somerset-ba1-2ju,22nd October 2024,51.383146,-2.361874
6958563,"5 Kelso Place, Kelso Place, Upper Bristol Road, Bath, Bath and North East Somerset","£27,500.00  Per  Annum","1,400 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"---Kelso Place is on the A4 Upper Bristol Road, just over half a mile west of Bath city centre, before the Windsor Bridge A4-A36 link. Gates open into the estate which comprises several office buildings, each with their allocated courtyard parking spaces.Nos 1 to 5 form a range of brick office units. The main entrances are from the south side but there is also access to the middle floor from the Upper Bristol Road north side, by the bus stop.( Agency Pilot Software ref: 20016011 )",https://propertylink.estatesgazette.com/property-details/6958563-5-kelso-place-kelso-place-upper-bristol-road-bath-bath-and-north-east-somerset,25th July 2024,51.385042,-2.376504
6987959,"Suite 5 Western House, 2 Rush Hill, Bath, Somerset, BA2 2QH","£10,200.00  Per  Annum",219 Sq Ft,"Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"The property comprises well-lit, open plan office space with own kitchen and WC facilities. This office suite is at first floor level and has a private double glazed access via a set of external stairs. The entrance is located to the rear of the main building, via a path to the right-hand side. The unit also benefits from one designated on-site car parking space, and on-street parking available nearby( Agency Pilot Software ref: 907 )",https://propertylink.estatesgazette.com/property-details/6987959-suite-5-western-house-2-rush-hill-bath-somerset-ba2-2qh,1st November 2024,51.365498,-2.394481
6987096,"First And Second Floors , 1A Queen Square, Bath, Bath and North East Somerset, BA1 2HA","£21,000.00  Per  Annum","594 - 1,396 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"TO LET First  and  Second Floor Offices - Only £15 per SqFt per annum.Access to the premises is through a shared entrance on Old King Street. Internally the property comprises cellular office accommodation over first and second floors. Both floors have offices either side of the central staircase and benefit from good levels of natural light. Kitchenette and W/C facilities are located on the first floor half landing, as well as a small office / meeting room.The offices are available as a whole or on a floor by floor basis, the latter available at a rent to be agreed. ( Agency Pilot Software ref: 905 )",https://propertylink.estatesgazette.com/property-details/6987096-first-and-second-floors-1a-queen-square-bath-bath-and-north-east-somerset-ba1-2ha,1st November 2024,51.3837898,-2.3628998
6982264,"1a Queen Square, Bath, Somerset, BA1 2HA (Ref:9003)",£100.00   Per Month,"1,399 Sq Ft","Office, Offices",The Online Letting Agents,The Online Letting Agents,"1a Queen Square occupies a prime location.Office space is available over the 1st and 2nd floors with views over the Square.Deposit: £100Reference: 009003Please note, by submitting an enquiry regarding this property you agree that we may send your details to the landlord of this property so they may contact you in order to answer any questions, or arrange a convenient viewing time. STRICTLY NO AGENT OR SUB-LETTING CALLS.",https://propertylink.estatesgazette.com/property-details/6982264-1a-queen-square-bath-somerset-ba1-2ha-ref-9003,1st October 2024,51.3833856,-2.3627673
6942427,"13-14 George Street, Bath, Bath And North East Somerset, BA1 2EN","£69,950.00  Per  Annum","2,873 Sq Ft","Retail - High Street, Restaurants/Cafes, Pubs/Bars/Clubs, Retail, Licensed & Leisure",CSquared (Previously Colston & Colston Chartered Surveyors),Nathan Clark,"Description13-14 George Street offers flexible trading space over ground and basement levels and would suit a variety of commercial uses. The premises sit amongst a variety of high-end independent restaurants and is a renowned food destination. The premises offers space for a 100+ cover restaurant with separate bar areas and opportunity for private dining.The premises would equally suit a retail and showroom offering. The ground floor has multiple entrances and high prominence to the busy Gay Street / George Street corner linking Queen Square to the King Circus. The lower ground floor offers a wide sales area easily tradeable which is very rare in the centre of Bath.The upper floors, comprising cellular rooms previously used as recording studios, are not included but may be available by way of separate negotiation. Please enquire with the agent for further information.LocationBath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.SituationThe Property is situated on George Street in central Bath and occupies a prominent terraced position with potential for enhanced display frontage to George Street. The property is located towards the western end of the street, close to an array of independent retailers and eateries. Nearby significant occupiers include Claytons Kitchen, Circo, Sub13, Slug and Lettuce, Miller and Carter and Grace and Mable.George Street benefits from good levels of daytime and evening footfall, attracting locals and tourists alike.Accommodation TextThe property benefits from the following Net Internal Floor Areas:-Basement - 143Sq M (1,539Sq Ft)Ground Floor - 104Sq M (1,119Sq Ft)Restricted Height Storage Area - 20Sq M (215Sq Ft)Total - 267Sq M (2,873Sq Ft)* Upper floors available via separate negotiation. *The above are based upon a Net Internal Area, in accordance with the RICS Property Measurement Statement (2nd Edition) incorporating The Code of Measuring Practice (6th Edition).Business RatesRating Assesment (for the whole)Rateable Value (April 2023)£59,000UBR(23/24)0.512Rates Payable (April 2023)£30,208* Ground and basement subject to reassessment *We recommend any interested parties make their own enquiries with the Rating Authority to verify rates payable considering their particular circumstances.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Service Charge DetailsThe tenant will be expected to contribute to a fair and reasonable proportion of the landlord's costs in the upkeep, repair and maintenance of the building. Further details provided upon request.EPC Text63 C (for the whole)Further InformationAllan LloydNathan ClarkEmily Dagg( Agency Pilot Software ref: 693 )",https://propertylink.estatesgazette.com/property-details/6942427-13-14-george-street-bath-bath-and-north-east-somerset-ba1-2en,11th June 2024,51.38476,-2.3631805
6917141,"Westpoint, James Street West, Bath, BA1 2DA",ROA,"2,500 - 6,103 Sq Ft","Office, Offices",Savills - Industrial,Sam Williams,"Key Points3rd Floor Office To Let : 6,103 sq ft + 2 car parking spacesLocated in Bath City Centre.0.3 miles from Bath Spa Railway Station.New leases available directly from the Landlord.SummaryNewly Refurbished Office To Let, Bath - Available on flexible terms direct from Landlord with parking.DescriptionThe 3rd floor has recently been refurbished to provide modern open plan office accommodation with excellent natural lighting. The property comprises a four storey building with retail on the ground floor and office accommodation above.The 3rd floor benefits from:- LED lighting.- Air conditioning.- Excellent natural lighting on both elevations.- Open plan floor plate.- DDA Complaint access.- Secure bike parking provision in rear car park.LocationThe City of Bath is a destination of International repute and a premier location in which to live and work. Bath is an important sub regional office centre and is home to occupiers such as Chase de Vere, DC Thompson, Fidelius, & Picochip.The property is located at the junction of Avon Street and James Street West in Bath City Centre and approximately 0.3 miles from Bath Spa Railway Station which provides a half hourly service to London Paddington (90 minutes). The M4 motorway is approximately 20 minutes drive to the north and the Bristol ring road provides access to the M32 and M5.Availability_textThe accommodation comprises of the followingLetting InformationDate available: NowLetting type: Commercial",https://propertylink.estatesgazette.com/property-details/6917141-westpoint-james-street-west-ba1,4th October 2024,51.3807579,-2.3634362
6970384,"11a Kingsmead Square, Bath, Bath and North East Somerset","£23,000.00  Per  Annum",860 Sq Ft,"Office, Offices",Carter Jonas LLP,Philip Marshall,"First floor office.New carpets and decoration.Full data cabling.Four-person lift.High performance window film.Electric panel heating with optimised controller.LED lighting throughout.Sound reducing floor system. Refurbished WC's and new kitchen.Kingsmead Square is in the historic centre of Bath. The offices are within an impressive Georgian terrace that fills the south side of the Square, a beautiful amenity for you and your team, clients and visitors.With iconic sites, green spaces and the introduction of Bath's Clean Air Zone, there are many benefits to working and living in such a vibrant city.The current EPC is band C (69). ( Agency Pilot Software ref: 20016101 )",https://propertylink.estatesgazette.com/property-details/6970384-11a-kingsmead-square-bath-bath-and-north-east-somerset,12th July 2024,51.381091,-2.363396
6969891,"The Malt House, 17-20 Sydney Buildings, Bath, Somerset, BA2 6BZ","£31,000.00  Per  Annum","1,603 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionCurrently undergoing a comprehensive refurbishment, the property comprises part of the lower ground floor of a converted Grade II listed malthouse at 17-20 Sydney Buildings. Accessed via a courtyard, stone-clad steps lead to a small entrance lobby shared with the adjacent office suite. The office is largely open plan, with a series of arched windows running along the north and east sides of the space. Together with the main office there is a separate meeting room, kitchen/breakout area, WCs and shower. The property will be provided with modern LED lighting and energy efficient heating/comfort cooling.Externally there is a shared communal garden bordering the Kennet  and  Avon Canal with views towards Bath Abbey. The property is provided with one parking space in the courtyard, together with additional permit/time limited parking available in the surrounding streets. Dedicated charging for one electric car can be provided upon request.LocationLocated adjacent to the Kennet  and  Avon Canal, Sydney Buildings is within easy reach of the city centre (10 mins walk) and local amenities on Bathwick Hill (2 mins walk) where there is a Tesco Metro, cafe etc. The Malt House and the adjacent Coal House form part of Bath's industrial architectural heritage and now house a vibrant community of creative and professional firms. Bath Spa Train and bus station are within easy walking distance, with regular bus services running up and down Bathwick Hill. Motorway connections via the A46 and Junction 18 of the M4 are some 10 miles to the north.Accommodation TextThe property benefits from the following Net Internal Floor Areas:-Lower Ground Floor - 148.93sq m (1,603sq ft)Business RatesRateable Value (April 2023)£18,250UBR(23/24)0.499Rates Payable (April 2023)£9,107Rates payable subject to small business rate relief eligibility.We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.EPC Text70 CFurther InformationFor further information or to arrange a viewing please contact the sole agents at CSquared,Maddie PylesM 07950 765 672E maddie.pyles@cs-re.co.ukNathan ClarkM 07983 460 230E nathan.clark@cs-re.co.uk  ( Agency Pilot Software ref: 737 )",https://propertylink.estatesgazette.com/property-details/6969891-the-malt-house-17-20-sydney-buildings-bath-somerset-ba2-6bz,18th October 2024,51.3814229,-2.3487707
6930991,"2-6 Northumberland Buildings, Bath, Bath And North East Somerset, BA1",£26.00   Per Sq Ft,"1,187 - 11,421 Sq Ft","Office, Offices",Carter Jonas LLP,Philip Marshall,"OFFICE BUILDINGS TO LET2- 6 Northumberland Buildings forms the majority of a beautiful Grade II* Listed Georgian Terrace, just off prime Queen Square. The property has been occupied for around 100 years by a Bath law firm.Discussions are now underway in respect of refurbishments planned for the properties. ( Agency Pilot Software ref: 20014302 )",https://propertylink.estatesgazette.com/property-details/6930991-2-6-northumberland-buildings-bath-bath-and-north-east-somerset-ba1,17th October 2024,51.3830953,-2.3625702
6961142,"Bellotts Road, Bath, Somerset, BA2 3RT",£10.00   Per Sq Ft,"2,147 - 5,003 Sq Ft","General Industrial, Industrial",CSquared (Previously Colston & Colston Chartered Surveyors),Emily Dagg,"DescriptionThe plot comprises x2 steel framed buildings (interconnected) with block elevations beneath a single skin corrugated fibre cement (part asbestos) sheet roof with c.5% skylights. Concrete floor. Pressed steel windows. Fibre cement rainwater goods. The eaves height is c.7.9m max, 6m min with level access loading bay in north gable with roller shutter door (h 5.2m). Separate pedestrian door. In the warehouse there is strip lighting with corrugated light panels in the roof and to the rear elevation. The office areas are fitted to an basic specification. The 2 buildings are constructed at an angle from each other which has been infilled to provide WC and side stores, which are shared. There is a small mezzanine providing a managers office.The entrance to the site is held under this long leasehold on the same as above with right of way for the second property onsite.LocationBath is a city renowned for its attractive architecture, unique retail offering  and  world heritage status. Bath and North-East Somerset has a residential population of 193,400 and annual visitor numbers exceeding 6 million, according to the last Visitor Impact Report 2018. Bath is served by excellent transport infrastructure, junction 18 of the M4 being just 10 miles to the north via the A46. Train journeys to Bristol are just 12 minutes, with travel to London Paddington approximately 1 hour 20 minutes.SituationThe property is situated at the end of Bellotts Road in Oldfield Park flanked by the railway line to the rear (southern). The Property sits c. 250m to the south of the Lower Bristol Road. There is a pedestrian route running to the side of the building and on street parking to front, and on street.Accommodation TextThe property benefits from the following Gross Internal Floor Areas:-Ground (west) warehouse - 199.54sq m (2,147sq ft)Ground (east) incl. infill warehouse - 235.92sq m (2,539sq ft)Mezzanine office - 29.34sq m (316sq ft)Total - 464.80sq m (5,003sq ft)Business RatesRateable Value (April 2023) - £31,500UBR(23/24) - 0.546Rates Payable (April 2023) - £17,199We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.EPC Text77 DFurther InformationFor further information or to arrange a viewing please contact the sole agents at CSquared, Allan LloydM 07527 388036E allan.lloyd@cs-re.co.ukEmily Dagg M 07398 637345E emily.dagg@cs-re.co.uk Maddie Pyles M 07950 765672E maddie.pyles@cs-re.co.ukAmeneties 1Two (interconnected) Steel Portal Framed BuildingsAmeneties 2Max Eaves Height is c.7.9m and Min c.6mAmeneties 3Level Access Loading Bay with Roller Shutter Door (h 5.2m)  and  Separate Pedestrian DoorAmeneties 4Small Mezzanine Providing Office Accommodation( Agency Pilot Software ref: 718 )",https://propertylink.estatesgazette.com/property-details/6961142-bellotts-road-bath-somerset-ba2-3rt,21st May 2024,51.381127,-2.382952
6899709,"22 St. Lawrence Street, Bath, Bath And North East Somerset, BA1 1AN",£30.00   Per Sq Ft,"4,154 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Seonaid Butler,"4,154 sq ft of high quality, part fitted second floor offices in central Bath. The offices are undergoing refurbishement to include new meeting rooms and kitchen / break out area, LED lighting, new AC, full access raised floor and new entrance / reception area.( Agency Pilot Software ref: 627 )",https://propertylink.estatesgazette.com/property-details/6899709-22-st-lawrence-street-bath-bath-and-north-east-somerset-ba1-1an,8th August 2024,51.37817,-2.358132
6956059,"1a Piccadilly Place, London Road, Bath, BA1 6PL","£25,000.00  Per  Annum","2,840 Sq Ft","Office, Retail - High Street, Restaurants/Cafes, Pubs/Bars/Clubs, Offices, Retail, Licensed & Leisure",CSquared (Previously Colston & Colston Chartered Surveyors),Nathan Clark,"The property compromises a ground floor brewpub within a grade II listed building. The use class for the brewpub is currently sui generis, but would be suitable for a variety of uses within use class E, subject to the necessary planning consents. The first floor flat could also be converted to commercial use subject to the necessary planning consents.The ground floor comprises a main bar area, with ancillary rooms and w/c facilities also provided. The property also benefits from a cellar and former skittle alley most recently used as a brewery. The apartment is accessible from the ground floor but also benefits from a separate entrance from Hanover Street.The property benefits from the following Internal Floor Areas:-Ground floor commercial - 1,743 sq ft.For further information or to arrange a viewing please contact the sole agents at CSquared, Nathan Clark.  ( Agency Pilot Software ref: 714 )",https://propertylink.estatesgazette.com/property-details/6956059-1a-piccadilly-place-london-road-bath-ba1-6pl,4th October 2024,51.392657,-2.351998
6980582,"Lower Ground Floor , 8 Belmont, Bath, Bath and North East Somerset, BA1 5DZ","£10,000.00  Per  Annum",587 Sq Ft,"Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"The lower ground floor comprises two office rooms, at the rear and front. The premises benefit from having a private entrance at the front of the property and use of a paved garden at the rear which is shared with all tenants. Each floor has its own WC.( Agency Pilot Software ref: 862 )",https://propertylink.estatesgazette.com/property-details/6980582-lower-ground-floor-8-belmont-bath-bath-and-north-east-somerset-ba1-5dz,19th September 2024,51.3865468,-2.3610965
6738357,"Pinesgate East, Lower Bristol Road, Bath, Somerset, BA2 3DP","£393,328.00  Per  Annum","15,130 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Richard Ford,"DescriptionThe available suite comprises the entire first floor of Pinesgate East Building and provides  15,130 sqft (1,405 sqm) of refurbished and open plan office accommodation arranged around a central lightwell. An allowance is available for the installation of both floor boxes and carpet.The accommodation was refurbished by the Landlord in 2020.LocationPinesgate is situated less than  a mile from Bath Spa Railway and Bus stations and while already within a 10 minute walk of the city centre will be even more accessible when Bath Quays Bridge opens later in 2021.The micro location is experiencing significant improvement with the completion of No1 Bath Quays office development and imminent completion of Newark Works creative quarter.There is a Sainsbury's supermarket 200 yards from the building (also providing pedestrian access to the city centre) and a range of independent restaurants and bars on the Lower Bristol Road supplementing the amenities of the historic central area of the city.Quickest train times to Bristol Temple Meads and London Paddington are 12 minutes and 94 minutes respectively; both are direct services and the London service is twice hourlyBusiness RatesRates payable subject to small business rate relief eligibility.We recommend any interested parties make their own enquiries to Bath  and  North East Somerset Council (01225 477000) to verify these figures.Legal CostsEach party is to be responsible for their own legal and professional fees incurred in any transaction.Service Charge DetailsCombined estate and building service charge for the current financial year is estimated to be £5.35 per sq ft.The EPC Asset Rating is 49(B)Raised floorsVRF Air conditioningMetal tile suspended ceilingNew LightingNew WCs and showers25 on site car parking space (1:615 sq ft) and cycle parking ( Agency Pilot Software ref: 475 )",https://propertylink.estatesgazette.com/property-details/6738357-pinesgate-east-lower-bristol-road-bath-somerset-ba2-3dp,8th August 2024,51.380243,-2.3711233
6967144,"Units 1 and 2 Mulberry Park, Combe Down, Bath, Bath, Somerset","£20,000.00 - £45,000.00  Per  Annum","1,055 - 2,325 Sq Ft","General Retail, Retail",Carter Jonas LLP,Tim Brooksbank,"Mulberry Park is a distinctive, contemporary development of 700 high quality homes, community facilities and open spaces - a destination with views across the city. Offering the perfect blend of city and country living, Mulberry Park is within easy reach of both Bath's dynamic city centre and the area's stunning natural surroundings. This vibrant community will be enhanced by Bath's first new park for 100 years, a new primary school, a children's nursery and state-of-the-art leisure facilities.�The new community building is a warm and beautiful place that the community can feel proud of.  It provides high quality, flexible and comfortable spaces that are well used and generate activities and services that bring people together, providing opportunities for support and growth. The hub is a community run sustainable building that is easy to manage and has low running costs.The scheme comprises three retail units, Unit 1, Unit 2 and Unit D, Unit D is currently under offer to a convenience store. Units 1 and 2 remain available and are both arranged over ground floor only. Detailed plans and specifications are available upon request.The two units are situated in the heart of the new Mulberry Park development within Combe Down, Bath. Combe Down (population approx. 5,419) is a village suburb of the UNESCO World Heritage city of Bath which has a population of approx. 94,092 (2021 Census). It is situated approximately 2.4 kilometres to the south of Bath and is a predominantly residential area with several nearby schools. The area has excellent links to the city of Bath and other nearby towns including Bradford-on-Avon, Trowbridge and Frome, as well as other Bath suburbs such as Widcombe and Oldfield Park.( Agency Pilot Software ref: 20016057 )",https://propertylink.estatesgazette.com/property-details/6967144-units-1-and-2-mulberry-park-combe-down-bath-bath-somerset,20th June 2024,51.360377,-2.353609
6976767,"UBC Flexible Offices 4 Queen Street, Bath BA1 1HE","£400.00 - £6,500.00   Per Month",80 - 650 Sq Ft,"Office, Serviced Office, Offices",UBC UK,Camilla Fanegladwin,"Located in the heart of Bath, UBC Flexible offices at Queen Street, flexible office space offers a prime address for business. This modern office centre combines historical elegance with contemporary amenities, creating an ideal work environment for businesses of all sizes.Fully serviced offices available and ready to move in from 1 to 15 desks with welcoming reception team and meeting rooms to hire.   All-inclusive pricing ensures easy budgeting.With furnished offices and high-speed connectivity, these professional offices are ready to move into right away, you can be up and running immediately, with no hassle and minimal downtime.UBC Queen Square is perfectly situated in Bath's bustling city centre, surrounded by a variety of shops, cafes, and restaurants. The location offers excellent transport links, with Bath Spa train station just a short walk away, ensuring easy access for you and your clients.Whether you're a start-up, a growing business, or an established company, UBC Queen Square provides the professional space and prestigious location to help your business thrive.",https://propertylink.estatesgazette.com/property-details/6976767-flexible-offices-4-queen-street-bath,27th August 2024,51.3829266,-2.3618569
6978357,"Third Floor , 35 Gay Street, Bath, Bath and North East Somerset, BA1 2NT","£4,000.00  Per  Annum",139 Sq Ft,"Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Maddie Pyles,"35 Gay Street is a grand and attractive, Grade II listed period townhouse. The building is of typical Georgian style with ashlar stone frontage with sash windows. Internally, it comprises of five floors, with the third floor split into three offices. The entrance to the property is on Gay Street and is shared with the ground floor retail. The upper parts of the building have use of a shared w/c, shower and kitchen facilities( Agency Pilot Software ref: 843 )",https://propertylink.estatesgazette.com/property-details/6978357-third-floor-35-gay-street-bath-bath-and-north-east-somerset-ba1-2nt,5th September 2024,51.3843283,-2.3632202
6987203,"1-3 Brunel Square, Bath, BA1 1SX","£40,000.00  Per  Annum",580 Sq Ft,"Leisure Property, General Retail, Licensed & Leisure, Retail",Hartnell Taylor Cook LLP,Richard Saunders,"Key PointsSituated in the heart of Bath's shopping destinationAdjacent to Bath Spa railway station and bus stationIncludes external seating of circa 320 sq ftNearby occupiers include Nando's, GBK, Prezzo & Franco MancaSummaryProminent retail/F&B unit opposite SouthGate Shopping CentreDescriptionThe subject unit comprises a self-contained accommodation arranged over the ground floor, featuring a contemporary design set within an imposing Grade II* building. The main elevation boasts three impressive large windows, along with an additional arched window on the return elevation facing Dorchester Street. Previously operating as a ‘grab and go’ restaurant, and before that as a café bakery, the unit benefits from an external seating area. The premises are well-suited for a variety of uses, including retail, coffee shops, and food and beverage establishments.LocationBath is a stunning historic city and a designated UNESCO World Heritage Site, renowned for its rich heritage and vibrant culture. As one of the UK's top tourist destinations, it features iconic attractions such as the Roman Baths, The Pump Room, and impressive Georgian architecture.Brunel Square is particularly well situated opposite SouthGate Shopping Centre, which hosts a diverse mix of retailers, including prominent names like Apple, H&M, and Zara. The subject unit benefits from an extremely high footfall position, directly opposite the main entrance/exit from Bath Spa Railway Station, which links to SouthGate Shopping Centre across Dorchester Street. Additionally, it is close to one of the entrances to the SouthGate car park, providing 876 parking spaces for easy access. Other notable occupiers in the immediate vicinity include Nando’s, Prezzo, and the soon-to-open Slim Chickens.TermsThe property is offered by way of assignment of the existing lease or a sub-lease. A new lease can potentially be offered subject to superior Landlord consent.Availability_textThe accommodation comprises the following approximate areas:Lease Details15 year lease, outside the act and expiring on 24 December 2034, subject to a tenant only option to break on 25 December 2029.  The passing rent is £40,000 per annum exclusive of business rates, service charge and building insurance on which further information is available in request. The rent is subject to upward only rent reviews every 5 years.",https://propertylink.estatesgazette.com/property-details/6987203-1-3-brunel-square-ba1,4th November 2024,51.377717,-2.358297
6949665,"Abbeygate House, 1a Abbeygate Street, Bath, Bath And North East Somerset, BA1 1NP","£30,000.00  Per  Annum","1,478 - 3,402 Sq Ft","Office, Offices",CSquared (Previously Colston & Colston Chartered Surveyors),Clement Harvey,"Abbeygate House is situated on the corner of Stall Street and Abbeygate Street in Bath's prime retail offering, with the property benefitting from being located within a 5-minute walking distance from Bath Spa Train Station.The building is part of a large Georgian townhouse, constructed with Bath ashlar stone. The first and second floor comprises modern, open plan office space with carpet tile flooring, suspended ceiling incorporating LED lighting. The property benefits from w/c facilities, a large ground floor lobby with a wide staircase to the upper floors and a dedicated office entrance from Abbeygate Street.A service charge is levied in respect of the demise and the wider estate in the interests of good estate management. The tenant will be expected to contribute to a fair and reasonable proportion of the landlord's costs in the upkeep, repair and maintenance of the building. Further details provided upon request.The premises are available to let on the basis of new effective full repairing and insuring leases via a service charge at a rent of £40,000 pa for the first floor and £30,000 pa for the second floor. (Rents quoted are exclusive of VAT)For further information, please contact the sole agents at CSquared. ( Agency Pilot Software ref: 703 )",https://propertylink.estatesgazette.com/property-details/6949665-abbeygate-house-1a-abbeygate-street-bath-bath-and-north-east-somerset-ba1-1np,23rd April 2024,51.380193,-2.359592
6956558,"Kings Head, 40 High Street, Weston, Bath, Bath And North East Somerset",ROA,"1,660 Sq Ft","General Retail, Restaurants/Cafes, Retail, Licensed & Leisure",Carter Jonas LLP,Tim Brooksbank,"The property has most recently been used as a public house arranged over ground floor with residential accommodation on the upper floors. The new owners are open to a variety of uses, subject to planning. The ground floor offers open plan retail space with a separate kitchenette and W/C. The upper floors are specified for residential use and can be included or excluded within the lease agreement.Weston is a suburb in Bath located approximately 2 miles north west of the city centre and is within close proximity to the Royal United Hospital. The Kings Head occupies a prominent corner position at the top of the High Street which comprises mainly local businesses alongside a large Tesco Express.We understand the property has planning consent for A3 and A4 use. we would advise any party to seek planning advice on the use of the property prior to the letting.An EPC will be made available to interested parties. ( Agency Pilot Software ref: 20011067 )",https://propertylink.estatesgazette.com/property-details/6956558-kings-head-40-high-street-weston-bath-bath-and-north-east-somerset,22nd April 2024,51.396018,-2.390939
